,WDID,Admin,Decree
0,3600507,30184.23162,5.5
1,3600507,22964.21102,2.13
2,3600507,17806.0,1.0
3,3600507,13301.0,1.37
4,3600507,12950.0,1.0
5,3600603,32075.25707,6.02
6,3600603,32075.20228,6.21
7,3600603,20228.0,1.25
8,3600603,19239.0,3.5
10,3600642,53325.49773,3.0
11,3600642,52230.494660000004,10.0
12,3600642,49798.0,3.0
13,3600642,49673.494660000004,10.0
14,3600642,19909.0,6.35
15,3600645,33846.0,3.38
16,3600645,32075.23878,14.0
17,3600645,21975.20392,10.0
18,3600645,20294.0,2.5
19,3600645,19919.0,2.5
20,3600645,17288.0,5.0
21,3600658,36311.0,8.0
22,3600658,23296.224309999998,3.4
23,3600660,30184.23526,17.1
24,3600660,30184.18262,2.0
25,3600660,12936.0,6.0
26,3600671,35929.0,15.0
27,3600671,32075.311660000003,18.8
28,3600671,32075.2578,2.0
29,3600671,22965.22553,1.5
30,3600671,14884.0,0.65
31,3600671,14397.0,1.5
32,3600687,32075.09324,13.4
33,3600687,9324.0,3.25
34,3600709,45290.45144,36.62
35,3600709,32075.18262,17.85
36,3600709,32075.114439999998,3.0
37,3600709,30184.29584,18.33
38,3600725,37421.0,2.2
39,3600725,32075.2283,6.6
40,3600725,32075.19523,4.0
41,3600725,19523.0,1.0
42,3600728,37407.0,6.53
43,3600728,32075.228369999997,3.0
44,3600728,32075.1888,3.0
45,3600728,18515.0,3.0
46,3600729,37416.0,3.4
47,3600729,32075.22844,7.6
48,3600729,32075.1951,3.0
49,3600729,19510.0,3.0
50,3600734,32075.280319999998,18.67
51,3600765,32075.27539,9.87
52,3600765,17046.0,5.0
53,3600775,53325.52868,10.75
54,3600775,14703.0,5.25
55,3600780,35915.0,12.0
56,3600780,30184.301069999998,9.3
57,3600780,19601.0,2.2
58,3600796,32075.204530000003,13.79
59,3600796,13259.0,3.25
60,3600801,18871.0,15.0
61,3600801,15157.0,15.0
68,3700519,30894.30102,4.08
69,3700519,30894.275139999998,4.5
70,3700519,30894.209389999996,1.5
71,3700519,25277.204530000003,1.5
72,3700539,23802.2374,27.7
73,3700539,23261.20827,0.4
74,3700539,17683.0,0.14
75,3700539,16251.14411,0.1
76,3700539,15646.0,0.8
77,3700539,13985.0,2.2
78,3700539,13918.0,1.0
79,3700539,13593.0,3.2
80,3700539,13591.0,0.85
81,3700539,13591.0,2.8
82,3700539,13589.0,0.95
83,3700539,13392.0,0.4
84,3700539,12188.0,1.8
85,3700545,30894.269060000002,12.42
86,3700545,16251.127730000002,0.8
87,3700548,30894.269060000002,1.0
88,3700548,30894.216889999996,5.25
89,3700548,30894.15115,0.6
90,3700548,20972.14185,8.0
91,3700548,16251.151259999999,0.17
92,3700548,16251.13302,0.8
93,3700560,54201.0,0.5
94,3700560,52595.51986,2.0
95,3700560,30894.17657,13.16
96,3700560,16927.0,7.3
97,3700561,30894.27394,2.16
98,3700561,23802.2374,10.3
99,3700561,15611.0,0.5
100,3700561,15611.0,1.0
101,3700561,13918.0,2.4
102,3700561,13028.0,2.8
103,3700561,11808.0,4.1
104,3700571,54021.0,0.25
105,3700571,30894.209769999998,0.25
106,3700571,30894.18383,2.54
107,3700571,19509.16192,3.9
108,3700571,15462.0,3.0
109,3700571,13315.0,3.2
110,3700642,30894.280110000003,20.42
111,3700642,30126.27646,4.46
112,3700642,22736.0,2.0
113,3700642,22702.2237,17.0
114,3700642,20972.161509999998,0.34
115,3700642,16953.0,0.5
116,3700642,16251.13057,5.52
117,3700655,23802.2374,11.06
118,3700655,14463.0,1.8
119,3700655,14081.0,0.24
120,3700655,14061.0,1.5
121,3700655,14001.0,0.56
122,3700655,13752.0,2.73
123,3700655,11808.0,0.3
124,3700658,30894.209769999998,3.04
125,3700658,30894.180610000003,11.92
126,3700658,17696.0,2.2
127,3700686,30894.269060000002,9.7
128,3700686,22489.0,0.2
129,3700686,17328.0,5.7
130,3700686,16251.12085,2.6
131,3700686,14457.0,2.2
132,3700694,30894.269060000002,13.74
133,3700694,16902.0,0.6
134,3700694,14456.0,1.4
135,3700694,13918.0,1.8
136,3700694,12205.0,1.8
137,3700723,30894.269060000002,5.71
138,3700723,30387.235010000004,2.0
139,3700723,17302.0,0.5
140,3700723,16251.145080000002,0.6
141,3700723,13605.0,0.04
142,3700723,12538.0,0.6
143,3700743,52230.52217,3.0
144,3700743,52230.4361,8.0
145,3700743,30894.209769999998,9.88
146,3700743,21707.17326,8.0
147,3700743,17696.0,0.88
148,3700823,55517.54056,5.0
149,3700823,23802.2374,25.65
150,3700823,20972.19181,2.0
151,3700823,20972.18419,1.7
152,3700823,20972.18418,3.55
153,3700823,14458.0,1.7
154,3700823,13345.0,1.1
155,3700823,13338.0,0.65
156,3700823,12875.0,0.4
157,3700823,12539.0,1.0
158,3700823,11969.0,2.65
159,3700823,11505.0,9.0
160,3700830,37040.0,6.2
161,3700830,30894.26093,10.91
162,3700830,16251.144059999999,6.64
163,3700843,30894.269060000002,7.05
164,3700843,18627.0,2.0
165,3700843,16251.112509999999,3.2
166,3700848,38753.37375,15.0
167,3700848,30894.265710000003,11.83
168,3700848,20972.18901,0.94
169,3700848,14527.0,2.4
170,3700848,14527.0,1.6
171,3700848,12894.0,3.7
172,3700857,30894.269060000002,14.91
173,3700857,18017.0,1.0
174,3700857,16251.118080000002,4.8
180,3800516,49308.4866,2.0
181,3800516,47116.46658,2.0
182,3800516,30941.253360000002,5.5
183,3800516,13274.0,0.7
184,3800516,12873.0,3.0
185,3800516,11832.0,4.0
186,3800528,30941.1467,33.2
187,3800528,13233.0,1.8
188,3800528,12870.0,5.0
189,3800528,11981.0,5.0
190,3800545,52595.525539999995,1.0
191,3800545,30941.257230000003,10.0
192,3800545,19720.13635,1.0
193,3800545,12153.0,2.6
194,3800545,11448.0,2.5
195,3800547,53279.0,3.8
196,3800547,30941.147760000003,14.0
197,3800547,25494.1368,3.2
198,3800547,12518.0,2.8
199,3800569,20109.192369999997,8.0
200,3800569,12961.0,6.0
201,3800572,34485.0,4.0
202,3800572,30941.257230000003,6.0
203,3800572,24546.18771,4.18
204,3800572,20109.18771,4.0
205,3800572,19306.17804,4.0
206,3800573,37552.24988,6.0
207,3800573,12173.0,2.5
208,3800573,11880.0,2.5
209,3800574,30941.25658,36.24
210,3800574,13605.0,5.0
211,3800606,30941.242580000002,13.34
212,3800606,13284.0,0.3
213,3800606,12599.0,1.3
214,3800606,11809.0,1.7
215,3800618,30941.14701,5.6
216,3800618,21644.12875,5.58
217,3800639,30941.257230000003,1.71
218,3800639,24577.19524,3.96
219,3800639,23853.15862,7.2
220,3800639,19475.141880000003,4.0
221,3800651,36396.337230000005,10.0
222,3800651,19313.162930000002,31.8
223,3800659,30941.20575,6.66
224,3800659,29274.20209,8.33
225,3800660,23187.20939,19.29
226,3800663,52595.52536,0.3
227,3800663,44557.0,0.25
228,3800663,36396.36277,2.0
229,3800663,30941.27931,3.45
230,3800663,19313.129569999997,9.1
231,3800667,24059.21458,9.5
232,3800688,36396.25719,5.44
233,3800688,30941.253360000002,4.0
234,3800688,23329.19698,1.6
235,3800688,11633.0,1.6
236,3800712,30941.189489999997,17.24
237,3800712,21522.185840000002,28.65
238,3800715,53306.0,3.0
239,3800715,30941.147230000002,12.24
240,3800715,13262.0,8.5
241,3800720,18977.118319999998,17.44
242,3800740,30941.14916,14.82
243,3800740,12359.0,8.73
244,3800749,51125.0,4.0
245,3800749,37552.37102,51.56
246,3800749,31648.148839999998,9.3
247,3800755,36763.0,30.0
248,3800757,36396.3602,1.63
249,3800757,30941.20923,16.5
250,3800757,30941.185060000003,0.87
251,3800757,29484.20209,20.0
252,3800757,13661.0,20.0
253,3800798,56614.0,0.1
254,3800798,53873.0,8.0
255,3800798,51867.0,5.0
256,3800798,51864.479680000004,3.0
257,3800798,51864.42155,3.0
258,3800798,38137.0,5.0
259,3800798,32907.31655,0.47
260,3800798,30941.14715,1.9
261,3800798,12889.0,0.67
262,3800800,53306.0,5.6
263,3800800,30941.19818,9.57
264,3800800,30427.19453,1.01
265,3800800,16765.12875,6.3
266,3800822,42467.0,3.0
267,3800822,37552.37477,3.8
268,3800822,30941.253360000002,5.2
269,3800822,13666.0,0.6
270,3800822,13284.0,2.4
271,3800838,39617.11793,11.9
272,3800838,11793.0,1.5
273,3800840,30941.26945,21.5
274,3800840,19313.14878,19.0
275,3800861,30941.257230000003,5.1
276,3800861,30604.22435,2.7
277,3800861,19164.14199,3.0
278,3800861,19164.13351,1.9
279,3800879,13037.0,5.0
280,3800879,12996.0,5.0
281,3800881,25086.22641,40.0
282,3800881,20242.191430000003,13.0
283,3800890,30941.207010000002,22.89
284,3800893,56978.461260000004,5.0
285,3800893,56978.43596,4.5
286,3800893,50769.46872,8.0
287,3800893,30941.253360000002,4.5
288,3800893,21322.20234,6.5
289,3800893,13718.0,1.5
290,3800902,46751.42641,10.3
291,3800902,15862.0,2.9
292,3800902,13395.0,11.0
293,3800902,12611.0,3.0
294,3800920,30941.23845,11.2
295,3800920,25494.11793,0.8
296,3800924,30941.28641,18.0
297,3800924,28989.28275,0.5
298,3800924,28989.24273,3.5
299,3800924,14045.0,3.0
300,3800925,24180.22827,6.1
301,3800925,23107.199780000003,10.8
302,3800930,42491.0,63.0
303,3800939,30941.1851,2.21
304,3800939,11828.0,4.7
305,3800939,11444.0,5.6
306,3800959,30941.19879,7.3
307,3800959,30886.173489999997,4.0
308,3800959,19164.19084,0.1
309,3800959,19164.18925,2.0
310,3800966,53973.0,2.6
311,3800966,52230.51963,1.65
312,3800966,36616.0,9.0
313,3800966,30941.189489999997,0.72
314,3800966,21522.185840000002,1.28
315,3800966,12875.0,3.5
316,3800966,12095.0,4.0
317,3800968,51619.0,5.0
318,3800968,51499.51416,0.2
319,3800968,36396.3602,3.0
320,3800968,30941.185060000003,0.87
321,3800968,30941.18377,20.06
322,3800968,19719.180119999997,10.7
323,3800968,13468.0,2.0
324,3800968,13254.0,2.5
325,3800968,11854.0,5.0
326,3800970,37096.0,0.2
327,3800970,30941.23895,25.0
328,3800970,12064.0,10.0
329,3800981,51129.0,1.0
330,3800981,20041.19206,58.0
331,3800989,53691.51286,0.05
332,3800989,36396.355189999995,1.35
333,3800989,30941.264180000002,7.36
334,3800989,24928.24601,0.2
335,3800989,24928.19868,1.8
336,3800989,13911.0,0.3
337,3800989,12232.0,1.4
338,3800989,11840.0,1.0
339,3800994,36396.293710000005,7.86
340,3800994,13376.0,2.3
341,3800994,12234.0,2.5
342,3800996,30941.147610000004,42.68
343,3800996,30618.1257,6.58
344,3801012,42285.0,6.2
345,3801012,30941.23257,1.0
346,3801012,30941.175919999998,20.0
347,3801012,19832.14421,6.2
348,3801018,54380.0,5.68
349,3801018,30941.23895,3.04
350,3801018,30941.14715,3.7
351,3801018,15379.14336,1.0
352,3801018,13608.0,1.2
353,3801018,12894.0,1.96
354,3801018,12866.0,1.5
355,3801038,34119.0,10.92
356,3801038,30941.26945,14.08
357,3801038,20239.19006,50.0
358,3801062,30941.1472,21.56
359,3801062,29867.125289999996,9.94
360,3801066,11936.0,1.4
361,3801073,32907.31655,15.26
362,3801073,30941.242580000002,13.19
363,3801073,12480.0,5.75
364,3801073,11127.0,4.0
365,3801078,36734.0,40.0
366,3801078,30941.210639999998,15.68
367,3801078,30941.2024,2.34
368,3801078,30941.198839999997,2.44
369,3801078,30941.198439999996,5.46
370,3801078,30941.1331,1.0
371,3801078,12950.0,5.0
372,3801082,30941.27149,8.0
373,3801082,27066.26783,1.52
374,3801082,12894.0,2.84
375,3801101,51125.0,4.0
376,3801101,15514.1508,30.0
377,3801101,13635.0,3.0
378,3801101,12966.0,3.0
379,3801104,13350.0,13.0
380,3801121,19874.17302,3.86
381,3801132,30941.242580000002,10.8
382,3801132,12543.0,2.53
383,3801132,12183.0,2.94
384,3801147,54380.0,5.68
385,3801147,36396.35885,12.8
386,3801147,22123.19097,1.77
387,3801147,13434.0,3.19
388,3801147,13090.0,3.68
389,3801481,49346.0,1.0
390,3801481,21497.18744,25.4
392,3801661,45655.388660000004,15.0
393,3801790,56536.0,1.0
394,3801790,56247.554970000005,1.2
395,3801790,51296.0,1.2
396,3801790,30941.23986,4.31
397,3801790,25618.216419999997,5.59
398,3801790,14211.0,13.0
399,3801790,12554.0,1.04
408,3900532,40016.0,2.0
409,3900532,39686.0,6.8
410,3900532,27004.1531,2.0
411,3900532,15804.1531,7.0
412,3900537,15120.0,2.0
413,3900537,14092.0,5.0
414,3900537,13639.0,0.8
415,3900537,13181.0,2.5
416,3900537,12474.0,2.96
417,3900537,12190.0,2.42
418,3900539,32959.25995,9.9
419,3900539,16027.148809999999,2.4
420,3900539,12578.0,1.7
421,3900539,12205.0,2.8
422,3900540,16241.158130000002,15.0
423,3900547,37503.36355,9.34
424,3900547,22605.21631,8.66
425,3900548,38167.0,19.8
426,3900548,31780.2275,11.2
427,3900548,20527.17486,4.0
428,3900562,31031.27818,6.09
429,3900562,21523.18936,1.6
430,3900562,21523.18388,1.0
431,3900562,17699.165409999998,3.6
432,3900562,17699.14336,0.4
435,3900574,58439.47056,2.0
436,3900574,21661.20003,0.8
437,3900574,13915.0,2.5
438,3900574,13605.0,4.0
439,3900574,13484.0,11.8
440,3900574,13468.0,0.6
441,3900574,13285.0,0.21
442,3900574,12889.0,0.0
443,3900574,12889.0,4.0
444,3900574,12522.0,1.4
445,3900574,11823.0,1.2
446,3900585,15458.1401,2.05
447,3900585,14010.0,0.65
448,3900585,13649.0,0.4
449,3900585,13381.0,1.2
450,3900585,13286.0,1.4
451,3900585,12889.0,1.0
452,3900590,31031.27818,10.57
453,3900590,15799.152909999999,2.4
454,3900610,31031.27818,12.34
455,3900610,17699.1436,1.6
456,3900610,13971.0,9.0
457,3900610,13518.0,5.0
458,3900612,14147.0,50.0
459,3900612,13596.0,3.03
460,3900635,31031.27818,19.72
461,3900635,15436.152880000001,1.6
462,3900635,15436.14725,1.3
463,3900635,13971.0,3.6
464,3900635,13181.0,1.0
465,3900638,51134.50948,0.3
466,3900638,32959.25995,2.2
467,3900638,19306.17802,25.6
468,3900645,34515.0,0.5
469,3900645,31785.19549,10.0
470,3900645,18613.150709999998,2.0
471,3900645,16241.147280000001,0.6
472,3900645,15799.15019,1.5
473,3900645,15667.137709999999,1.3
474,3900645,13484.0,0.1
475,3900645,13468.0,14.88
476,3900645,13285.0,0.3
477,3900645,13195.0,3.0
478,3900645,12522.0,0.6
479,3900645,12362.0,1.6
480,3900645,12122.0,3.8
481,3900645,11823.0,0.8
483,3900672,32959.25995,11.88
484,3900672,23051.21982,4.16
485,3900672,22974.21982,1.4
486,3900672,22621.18576,2.76
487,3900672,12122.0,0.8
488,3900687,32959.25995,21.19
489,3900687,18613.17813,3.58
490,3900687,17486.16864,0.2
491,3900687,17480.1691,1.6
492,3900687,14001.0,5.47
493,3900687,13209.0,10.25
494,3900687,12327.0,5.0
495,3900701,32959.25995,6.2
496,3900701,23385.19457,0.3
497,3900701,18748.0,3.7
501,3900825,35551.0,2.52
502,3900825,33978.3388,5.5
503,3900825,31780.2275,7.0
504,3900825,31780.22035,5.0
505,3900825,25569.13954,1.5
506,3900825,21814.21659,1.9
507,3900825,21814.1655,0.6
508,3900825,21814.136440000002,1.0
509,3900825,20527.18592,1.7
510,3900825,13223.0,3.0
511,3900990,13713.0,2.0
512,3900990,13629.0,1.95
513,3900990,13484.0,0.1
514,3900990,13468.0,0.52
515,3900990,13195.0,1.0
516,3900990,12889.0,0.89
517,3900990,12122.0,0.2
521,4500514,57708.538329999996,3.06
522,4500514,19811.125819999997,1.17
523,4500514,15307.15116,2.0
524,4500514,13716.0,3.33
525,4500514,13673.0,3.0
526,4500514,12936.0,6.67
527,4500514,12582.0,1.67
528,4500572,48365.0,2.8
529,4500572,33099.32262,3.28
530,4500572,33097.32262,3.27
531,4500572,12585.0,1.8
532,4500572,12178.0,1.2
533,4500584,30170.22738,11.08
534,4500584,30170.22736,2.5
535,4500584,30170.130110000002,0.83
536,4500584,30170.119089999997,0.83
537,4500584,12919.0,6.0
538,4500584,11909.0,4.0
539,4500616,24551.21731,0.33
540,4500616,23475.20544,0.22
541,4500616,21523.18779,2.14
542,4500616,19544.12743,0.83
543,4500616,18578.159819999997,0.5
544,4500616,13583.0,3.54
545,4500616,13454.0,2.33
546,4500616,12743.0,2.0
547,4500635,33099.32262,11.47
548,4500635,13605.0,1.67
549,4500635,13103.0,3.0
550,4500638,51134.12844,0.03
551,4500638,19673.12844,0.83
552,4500638,17367.1409,1.0
553,4500638,13907.0,5.0
554,4500638,13583.0,4.5
555,4500638,12844.0,1.67
556,4500648,54786.48723,2.61
557,4500648,33099.32262,8.34
558,4500648,24052.13641,0.4
559,4500668,52230.48303,7.0
560,4500668,13596.0,47.82
561,4500675,30170.22738,3.78
562,4500675,30170.132339999996,0.83
563,4500675,19833.17105,1.6
564,4500675,19807.17105,2.28
565,4500675,13623.0,0.83
566,4500675,13234.0,0.67
567,4500685,13612.0,6.17
568,4500685,13270.0,3.33
569,4500685,12488.0,1.67
570,4500704,53325.224819999996,0.75
571,4500704,25758.20697,49.0
572,4500705,58074.48356,10.0
573,4500705,54056.505410000005,1.0
574,4500705,54056.48729,3.0
575,4500705,33099.32262,8.82
576,4500705,12534.0,4.0
577,4500705,12175.0,1.5
578,4500705,11484.0,2.83
579,4500725,52595.52534,1.25
580,4500725,52595.51742,1.25
581,4500725,30170.22738,18.83
582,4500725,20416.18397,16.67
583,4500725,20196.16192,12.25
584,4500725,13798.0,8.83
585,4500725,13072.0,3.42
586,4500743,53691.53095,0.03
587,4500743,37725.0,9.0
588,4500743,13484.0,8.5
589,4500743,12392.0,3.33
590,4500749,33099.32262,12.63
591,4500749,21590.20574,4.0
592,4500749,20797.17653,2.0
593,4500749,20797.16162,0.87
594,4500788,23490.221869999998,3.2
595,4500788,21590.20574,1.9
596,4500790,58439.52534,1.5
597,4500790,58074.51407999999,2.0
598,4500790,30170.22738,24.58
599,4500790,30170.130119999998,0.42
600,4500790,30170.1301,0.42
601,4500790,23704.19832,1.2
602,4500790,21323.19832,12.73
603,4500790,21323.19097,0.08
604,4500790,13249.0,5.25
605,4500790,13010.0,5.0
606,4500793,44925.36159,16.6
607,4500793,19047.18881,4.8
608,4500793,18881.0,1.2
609,4500793,13576.0,8.5
610,4500793,12993.0,1.5
611,4500810,30170.22738,4.17
612,4500810,30170.12512,0.83
613,4500810,13923.0,2.92
614,4500810,12921.0,2.0
615,4500818,19719.165269999998,2.8
616,4500818,13816.0,2.92
617,4500818,13090.0,5.17
618,4500861,43829.36889,12.5
619,4500861,30895.139710000003,10.4
620,4500861,22729.13971,14.39
621,4500969,43829.36889,25.0
622,4500969,30895.23496,16.89
623,4500969,30895.16437,25.0
624,4500969,22729.16437,39.11
625,5000517,33435.154910000005,9.0
626,5000517,15492.0,2.9
627,5000526,31393.256719999998,10.0
628,5000526,12196.0,8.67
629,5000539,20676.19665,12.0
630,5000539,13300.0,7.33
631,5000574,31393.2508,8.8
632,5000574,21973.0,2.0
633,5000574,19844.0,4.0
634,5000574,12950.0,11.0
635,5000574,12209.0,6.23
636,5000576,40028.0,75.0
637,5000582,13083.0,7.75
638,5000582,12209.0,4.45
639,5000585,27960.239210000003,0.28
640,5000585,22494.21701,1.0
641,5000585,22494.21699,0.5
642,5000585,22494.2097,0.5
643,5000585,22494.20968,0.5
644,5000585,22494.20897,0.5
645,5000585,22494.1966,1.5
646,5000585,19650.0,3.5
647,5000585,19597.0,2.25
648,5000585,19267.0,4.0
649,5000585,18580.0,9.65
650,5000585,18519.0,2.0
651,5000585,13260.0,0.25
652,5000585,12904.0,0.5
653,5000593,21853.0,75.0
654,5000593,15494.0,2.45
655,5000598,33435.333889999994,8.88
656,5000598,33435.24258,3.13
657,5000598,21358.0,3.88
658,5000601,31393.312060000004,15.0
659,5000601,14791.0,9.0
660,5000601,13330.0,7.0
661,5000606,33070.0,62.25
662,5000606,22494.22085,3.0
663,5000606,20676.20588,5.0
664,5000606,20382.0,14.0
665,5000606,19509.0,3.0
666,5000606,16756.0,10.0
667,5000606,15494.0,0.75
668,5000612,32335.119710000003,12.0
669,5000613,32335.11677,12.0
670,5000617,49403.0,36.0
671,5000617,22494.22423,36.0
672,5000627,31393.25688,5.0
673,5000627,12784.0,5.0
674,5000628,23190.0,2.5
675,5000628,22494.21754,7.0
676,5000632,33435.18018,3.67
677,5000632,11780.0,7.33
678,5000654,14509.0,23.5
679,5000656,32335.256719999998,5.0
680,5000656,31393.256719999998,3.33
681,5000656,12646.0,3.3
682,5000731,20676.19665,12.0
683,5000744,47827.0,18.4
684,5100546,31257.999989999997,8.04
685,5100546,31257.99998,14.14
686,5100546,20676.13665,22.82
687,5100585,21304.0,9.15
688,5100585,20676.18582,0.21
689,5100585,20676.14748,20.88
690,5100594,58074.55304,0.03
691,5100594,37772.0,10.0
692,5100594,16930.0,7.22
693,5100594,14380.0,7.97
694,5100629,33433.33149,11.03
695,5100629,23454.23288,0.88
696,5100629,20676.132840000002,2.5
698,5100660,45290.37805,0.5
699,5100660,38240.0,2.28
700,5100660,20676.19875,1.0
701,5100660,15127.0,2.0
702,5100686,34241.12296,2.0
703,5100686,20676.12296,9.75
704,5100699,12053.0,12.0
705,5100700,20676.12266,3.0
706,5100700,12296.0,8.0
708,5100763,34241.18263,2.0
709,5100763,34241.18263,8.0
710,5100763,34241.18263,10.0
711,5100763,33433.33151,10.0
712,5100763,33063.12023,24.0
713,5100763,20676.13818,11.0
714,5100788,26429.0,11.5
715,5100788,19635.0,14.5
716,5100810,22061.0,25.0
717,5100826,34241.29417,6.0
718,5100826,18627.0,3.25
719,5100826,14245.0,3.75
720,5100826,12904.0,3.0
721,5100829,20676.14056,1.0
722,5100829,14056.0,4.0
723,5100831,34241.11504,2.0
724,5100831,20676.12919,6.9
725,5100831,20676.11504,2.0
726,5100848,18941.0,150.0
727,5100858,34241.25719,2.0
728,5100858,30870.274530000002,3.5
729,5100858,23454.22456,8.5
730,5100883,34638.0,10.0
731,5100883,30870.23496,5.0
732,5100883,20676.12784,3.75
733,5100893,30870.21336,3.0
734,5100893,30870.2097,4.0
735,5100893,21670.0,2.13
736,5100893,20676.1473,5.0
737,5100893,15129.0,10.0
738,5100924,21125.0,76.8
739,5100934,31350.0,4.0
740,5100934,12942.0,5.7
741,5100939,39095.3628,9.5
742,5100939,36280.0,2.0
743,5100939,13667.0,3.0
744,5100941,21814.0,63.5
745,5100948,19410.0,20.0
747,5101148,34241.18263,13.84
748,5101149,34241.18263,13.84
759,5200559,29437.217010000004,8.51
760,5200559,19790.18414,0.5
761,5200559,13635.0,2.8
762,5200572,29437.21002,5.94
763,5200572,24262.242619999997,2.7
764,5200572,19790.14429,2.4
765,5200572,14411.0,1.6
766,5200658,29437.282580000003,10.88
