,WDID,Admin,Decree
767,5200658,13825.0,1.8
768,5200658,12407.0,4.0
774,5300621,35686.0,12.8
775,5300621,14807.0,3.2
776,5300632,26327.2351,2.0
777,5300632,20660.0,1.9
778,5300657,20314.193180000002,25.0
779,5300678,27925.240260000002,31.76
780,5300780,37513.0,6.37
781,5300780,22705.0,11.93
782,5300780,22232.21807,3.1
783,5300783,26107.231209999998,2.0
784,5300800,37773.0,3.2
785,5300800,15928.0,28.8
786,5300883,33023.26662,3.0
787,5300883,20427.19199,8.7
788,5301082,25376.18808,4.8
790,7000521,27132.270589999996,38.13
791,7000521,14001.0,0.8
792,7000521,13581.0,1.8
793,7000521,13437.0,1.6
794,7000521,13308.0,0.8
795,7000521,13248.0,7.3
796,7000530,27132.270589999996,21.2
797,7000530,13959.0,2.8
798,7000530,13280.0,5.0
799,7000530,12738.0,4.0
800,7000550,24792.221019999997,2.0
801,7000550,16162.0,0.6
802,7000550,14911.0,9.7
804,7000571,27132.270589999996,5.46
805,7000571,22965.21341,6.1
806,7000580,43829.41943,6.0
807,7000580,27132.270589999996,6.1
808,7000580,13535.0,15.0
809,7000580,13223.0,3.3
810,7000580,12712.0,1.0
811,7000580,12477.0,6.0
812,7000584,18313.13772,0.8
813,7000584,13195.0,4.0
814,7000584,12705.0,2.6
815,7000596,27132.270589999996,9.98
816,7000596,13634.0,1.13
817,7000596,13102.0,0.9
818,7000596,12641.0,2.25
819,7200514,14058.0,8.05
820,7200533,32811.0,7.43
821,7200533,30895.24272,2.21
822,7200533,30895.141219999998,2.6
823,7200533,14221.0,1.35
824,7200533,14122.0,13.16
826,7200557,32811.0,1.82
827,7200557,31849.0,5.85
828,7200557,30895.27168,1.04
829,7200557,30895.242619999997,4.08
830,7200558,54056.488820000006,0.5
831,7200558,32811.0,3.13
832,7200558,30895.23498,0.36
833,7200558,30895.13584,2.0
834,7200558,22995.15582,1.89
835,7200558,22729.183530000002,2.0
836,7200558,12053.0,6.66
837,7200574,34419.32821,4.17
838,7200574,30895.14123,1.1
839,7200574,14149.0,2.13
840,7200574,14149.0,0.36
841,7200574,14123.0,6.82
842,7200580,32811.0,3.21
843,7200580,30895.242110000003,1.5
844,7200580,30895.134960000003,1.5
845,7200580,28269.21385,0.17
846,7200580,14122.0,3.49
847,7200580,13162.0,1.96
848,7200580,13129.0,0.25
850,7200607,32811.0,2.21
851,7200607,30895.246369999997,0.9
852,7200607,30895.24227,1.04
853,7200607,22995.16833,4.05
854,7200616,36746.0,20.5
855,7200616,32811.0,4.52
856,7200616,30895.24957,1.04
857,7200616,30895.246010000003,0.81
858,7200616,30895.23583,0.45
859,7200616,22995.22197,4.95
860,7200616,22995.20605,4.09
861,7200628,32811.0,4.04
862,7200628,30895.236360000003,3.69
863,7200628,30895.14411,2.5
864,7200628,22995.201569999997,3.6
865,7200628,18749.14411,1.8
866,7200643,34803.0,1.2
867,7200643,32811.0,3.14
868,7200643,30895.238610000004,1.17
869,7200643,30895.14745,0.91
870,7200643,22995.17384,2.16
871,7200643,22995.14731,3.69
872,7200645,30895.234910000003,119.47
873,7200645,30895.11922,300.0
874,7200645,22729.11922,520.81
882,7200649,34419.27528,3.41
883,7200649,30895.24246,2.6
884,7200649,30895.23515,2.6
885,7200649,30895.16718,1.0
886,7200649,14149.0,5.4
887,7200649,14149.0,0.36
888,7200649,13030.0,2.13
889,7200652,34419.25688,4.36
890,7200652,30895.264489999998,0.52
891,7200652,22995.17653,2.16
892,7200652,22995.14392,3.49
893,7200652,18749.14392,1.55
894,7200703,32811.0,8.04
895,7200703,30895.25322,2.1
896,7200703,30895.141539999997,6.0
897,7200703,18749.17653,0.27
898,7200703,18749.151169999997,0.72
899,7200703,18749.14154,11.07
900,7200721,32811.0,2.85
901,7200721,30895.24288,1.44
902,7200721,30895.14648,0.53
903,7200721,14149.0,4.21
904,7200721,14149.0,0.72
905,7200729,32811.0,3.13
906,7200729,30895.24227,1.39
907,7200729,30895.144160000003,0.5
908,7200729,22995.165559999998,2.16
909,7200729,22995.143969999997,2.16
910,7200729,22729.16376,0.24
911,7200731,32811.0,5.28
912,7200731,30895.242619999997,0.52
913,7200731,30895.242560000002,3.77
914,7200731,30895.24255,1.04
915,7200731,18749.16588,2.02
916,7200731,14138.0,2.25
917,7200731,14128.0,4.41
918,7200744,32811.0,3.33
919,7200744,22995.19509,7.2
920,7200744,18749.14773,6.21
926,7200784,32811.0,0.84
927,7200784,30895.12336,6.5
928,7200784,13780.0,16.62
929,7200799,58804.58731,0.5
930,7200799,50038.49281,1.41
931,7200799,30895.24623,3.6
932,7200799,30895.13098,5.0
933,7200799,22995.1598,0.81
934,7200799,22995.14154,1.44
935,7200799,14130.0,2.49
936,7200799,13891.0,18.72
937,7200813,22729.21116,0.0
938,7200818,34419.12311,6.0
939,7200818,30895.123110000004,3.0
940,7200818,13755.0,11.23
941,7200821,30895.27727,0.65
942,7200821,30895.162060000002,0.78
943,7200821,22995.17015,3.13
944,7200821,22995.16192,2.11
945,7200823,32811.0,1.2
946,7200823,30895.2791,2.7
947,7200823,30895.20953,1.5
948,7200823,22995.20969,1.48
949,7200823,22995.18407,3.1
950,7200823,14140.0,1.98
951,7200831,32811.0,2.08
952,7200831,30895.25355,0.81
953,7200831,30895.23877,0.9
954,7200831,30895.160069999998,1.3
955,7200831,22995.160030000003,1.8
956,7200831,22995.14975,0.72
957,7200831,14149.0,1.27
958,7200831,14149.0,0.36
959,7200831,13788.0,5.58
960,7200870,32811.0,9.02
961,7200870,30895.14102,3.5
962,7200870,22995.15127,2.65
963,7200870,14102.0,15.7
964,7200870,14102.0,1.78
966,7200911,32811.0,2.55
967,7200911,30895.242639999997,1.85
968,7200911,13771.0,3.85
969,7200933,30895.14892,3.91
970,7200933,13780.0,9.65
971,7200938,32811.0,7.76
972,7200938,30895.246619999998,1.03
973,7200938,30895.130930000003,3.0
974,7200938,14102.0,13.38
975,7200938,14102.0,2.95
976,7201233,40013.38954,18.54
983,7201574,51134.41195,1.0
987,36_ADC017,47389.0,0.33
988,36_ADC017,42929.0,0.04
989,36_ADC017,31222.0,14.0
990,36_ADC017,23824.0,94.86
991,36_ADC017,22439.0,50.06
992,36_ADC017,20534.0,1.5
993,36_ADC017,17774.0,13.33
994,36_ADC017,10652.0,52.26
995,36_ADC018,25435.0,32.1
996,36_ADC018,20593.0,1.5
997,36_ADC018,18089.0,35.21
998,36_ADC018,13284.0,18.32
999,36_ADC018,12174.0,2.5
1000,36_ADC019,45210.0,2.0
1001,36_ADC019,31563.0,3.51
1002,36_ADC019,20847.0,59.57
1003,36_ADC019,18471.0,14.0
1004,36_ADC019,11640.0,7.2
1005,3600649_D,49673.47786,3.0
1006,3600649_D,49673.47786,3.0
1007,3600649_D,32075.30102,12.39
1008,3600649_D,32075.255660000003,4.0
1009,3600649_D,32075.2366,22.0
1010,3600649_D,32075.17167,9.6
1011,3600649_D,25715.242619999997,2.0
1012,3600649_D,23296.228880000002,8.0
1013,3600649_D,20615.0,4.0
1014,3600649_D,20615.0,8.0
1015,3600649_D,19180.0,4.0
1016,3600649_D,17363.0,1.25
1017,3600649_D,14093.0,13.4
1018,3600649_D,11840.0,3.5
1019,3600649_D,11114.0,1.0
1020,3600649_D,11110.0,1.0
1021,3600662_D,22964.22029,2.0
1022,3600662_D,22964.22029,10.0
1023,3600662_D,22964.22029,1.0
1024,3600662_D,22964.22029,5.0
1025,3600662_D,22964.22029,25.0
1026,3600662_D,22964.22029,0.5
1027,3600662_D,22964.22029,25.0
1028,3600662_D,22964.22029,2.0
1029,3600662_D,22964.22029,3.0
1030,3600776_D,53325.52868,17.2
1031,3600776_D,53325.52868,10.0
1032,3600776_D,31697.0,1.0
1033,3600776_D,30254.0,3.0
1034,3600776_D,19570.0,1.25
1035,3600776_D,13650.0,4.0
1036,3600776_D,11443.0,8.0
1037,3600868_D,20696.0,2.0
1038,3600868_D,19413.0,3.0
1039,3600868_D,16588.0,2.0
1040,3600868_D,14929.0,4.0
1041,3600868_D,14397.0,5.07
1042,3600868_D,14397.0,2.0
1043,37_ADC029,49439.0,3.52
1044,37_ADC029,35221.0,2.43
1045,37_ADC029,23766.0,76.23
1046,37_ADC029,19108.0,18.2
1047,37_ADC029,15293.0,6.4
1048,37_ADC029,13593.0,14.0
1049,37_ADC030,37761.0,1.9
1050,37_ADC030,26388.0,4.0
1051,37_ADC030,24815.0,59.02
1052,37_ADC030,24127.0,3.02
1053,37_ADC030,21103.0,9.4
1054,37_ADC030,15098.0,20.8
1055,37_ADC030,13451.0,14.7
1056,37_ADC031,43372.0,1.0
1057,37_ADC031,38383.0,1.78
1058,37_ADC031,22008.0,38.84
1059,37_ADC031,18604.0,6.52
1060,37_ADC031,14129.0,5.88
1061,37_ADC031,12986.0,11.55
1062,38_ADC033,50823.0,2.0
1063,38_ADC033,31994.0,10.39
1064,38_ADC033,20235.0,9.94
1065,38_ADC033,19719.0,20.87
1066,38_ADC033,12453.0,24.82
1067,38_ADC034,44748.0,0.3
1068,38_ADC034,39260.0,5.7
1069,38_ADC034,36333.0,4.5
1070,38_ADC034,27918.0,18.49
1071,38_ADC034,22656.0,21.22
1072,38_ADC034,18446.0,15.53
1073,38_ADC034,14516.0,24.14
1074,38_ADC034,12877.0,7.4
1075,38_ADC035,28220.0,21.04
1076,38_ADC035,18454.0,11.71
1077,38_ADC035,14731.0,2.0
1078,38_ADC035,14458.0,1.8
1079,38_ADC035,13644.0,0.6
1080,38_ADC036,44560.0,7.5
1081,38_ADC036,29318.0,15.07
1082,38_ADC036,25847.0,13.73
1083,38_ADC036,22985.0,3.95
1084,38_ADC036,12869.0,18.0
1085,38_ADC037,33084.0,1.8
1086,38_ADC037,32066.0,10.5
1087,38_ADC037,17925.0,30.37
1088,38_ADC037,17667.0,9.19
1089,38_ADC037,17606.0,1.0
1090,38_ADC037,16534.0,5.1
1091,38_ADC037,12321.0,12.2
1092,38_ADC038,48918.0,4.05
1093,38_ADC038,34813.0,14.37
1094,38_ADC038,23983.0,6.77
1095,38_ADC038,16853.0,1.7
1096,38_ADC038,15727.0,8.43
1097,38_ADC038,12873.0,9.8
1098,38_ADC039,45046.0,4.0
1099,38_ADC039,44300.0,19.1
1100,38_ADC039,35504.0,0.35
1101,38_ADC039,14715.0,0.56
1102,38_ADC039,13519.0,2.8
1103,38_ADC039,13187.0,19.63
1104,38_ADC040,36493.0,2.0
1105,38_ADC040,29340.0,0.6
1106,38_ADC040,25336.0,5.1
1107,38_ADC040,20641.0,1.7
1108,38_ADC040,13240.0,0.5
1109,38_ADC040,13013.0,6.6
1110,3800880_D,37552.37524,32.5
1111,3800880_D,20539.19509,2.0
1112,3800880_D,13788.0,1.5
1113,3800880_D,12980.0,5.0
1114,3800880_D,12174.0,2.2
1115,3800880_D,11414.0,2.6
1116,3801096_D,49338.0,2.5
1117,3801096_D,19145.11505,15.0
1118,3801096_D,19145.11116,6.0
1119,39_ADC041,40308.0,0.5
1120,39_ADC041,29857.0,2.5
1121,39_ADC041,26006.0,54.7
1122,39_ADC041,25419.0,2.95
1123,39_ADC041,17364.0,1.11
1124,39_ADC041,15430.0,14.6
1125,39_ADC041,14408.0,5.07
1126,39_ADC041,13119.0,20.1
1127,39_ADC045,30260.0,5.3
1128,39_ADC045,22279.0,5.2
1129,39_ADC045,16685.0,3.06
1130,39_ADC045,15130.0,1.3
1131,39_ADC045,14570.0,12.0
1132,39_ADC045,13124.0,33.6
1133,3900546_D,50302.0,4.8
1134,3900546_D,31031.27818,5.69
1135,3900546_D,31031.27818,3.09
1136,3900546_D,31031.140010000003,1.33
1137,3900546_D,25648.21854,0.12
1138,3900546_D,17698.143659999998,2.0
1139,3900563_I,37503.15068,0.0
1140,3903505_I,39041.00007,0.0
1141,4200541_I,34419.33414,80.0
1142,4200541_I,22283.202999999998,60.0
1143,45_ADC042,44404.0,12.13
1144,45_ADC042,39761.0,3.0
1145,45_ADC042,31484.0,41.51
1146,45_ADC042,22652.0,8.6
1147,45_ADC042,21488.0,1.7
1148,45_ADC042,16653.0,17.54
1149,45_ADC042,15669.0,15.99
1150,45_ADC042,12467.0,7.68
1151,45_ADC043,47237.0,3.0
1152,45_ADC043,45051.0,10.0
1153,45_ADC043,41219.0,1.0
1154,45_ADC043,40481.0,2.5
1155,45_ADC043,34546.0,30.49
1156,45_ADC043,23535.0,0.78
1157,45_ADC043,22256.0,25.17
1158,45_ADC043,19468.0,21.2
1159,45_ADC043,17016.0,6.64
1160,45_ADC043,12792.0,3.5
1161,45_ADC044,44740.0,6.05
1162,45_ADC044,43098.0,9.92
1163,45_ADC044,42649.0,4.81
1164,45_ADC044,18394.0,12.73
1165,45_ADC044,16123.0,3.33
1166,45_ADC044,12879.0,26.71
1167,45_ADC046,51433.0,0.06
1168,45_ADC046,31885.0,2.25
1169,45_ADC046,20058.0,5.0
1170,45_ADC046,18808.0,0.07
1171,45_ADC046,18529.0,4.67
1172,45_ADC046,18353.0,1.1
1173,45_ADC046,13206.0,19.4
1174,45_ADC047,42510.0,2.06
1175,45_ADC047,32815.0,8.0
1176,45_ADC047,24591.0,2.16
1177,45_ADC047,22425.0,3.48
1178,45_ADC047,17954.0,5.8
1179,45_ADC047,16222.0,6.62
1180,45_ADC047,13453.0,23.41
1181,45_ADC048,46064.0,6.8
1182,45_ADC048,40298.0,2.0
1183,45_ADC048,31774.0,3.5
1184,45_ADC048,29817.0,24.0
1185,45_ADC048,27604.0,15.61
1186,45_ADC048,21672.0,12.2
1187,45_ADC048,20722.0,24.07
1188,45_ADC048,16506.0,21.25
1189,45_ADC048,13270.0,46.11
1190,4500576_D,30170.18752,5.0
1191,4500576_D,22020.2024,0.9
1192,4500576_D,19805.183869999997,150.0
1193,4500632_D,24241.23579,1.25
1194,4500632_D,21366.191130000003,2.67
1195,4500632_D,19812.16156,2.0
1196,4500632_D,19544.12998,0.83
1197,4500632_D,13327.0,3.97
1198,4500632_D,13284.0,5.27
1199,4500632_D,12998.0,1.67
1200,4500693_D,41799.0,5.0
1201,4500693_D,37681.34454,5.0
1202,4500693_D,37681.28277,5.38
1203,4500693_D,34825.30071,1.88
1204,4500693_D,27154.25292,0.48
1205,4500693_D,21052.187840000002,0.8
1206,4500693_D,19047.15811,10.0
1207,4500693_D,13926.0,0.53
1208,4500693_D,12512.0,1.0
1209,4500693_D,12174.0,1.58
1210,4500693_D,11950.0,0.17
1211,4500693_D,11833.0,0.25
1212,50_ADC012,31577.0,2.0
1213,50_ADC012,23963.0,5.75
1214,50_ADC012,19179.0,5.0
1215,50_ADC012,18478.0,43.54
1216,50_ADC012,16644.0,11.08
1217,50_ADC012,12810.0,31.83
1218,50_ADC013,32506.0,1.0
1219,50_ADC013,32310.0,17.2
1220,50_ADC013,25020.0,5.3
1221,50_ADC013,17587.0,4.0
1222,50_ADC013,16407.0,12.5
1223,50_ADC013,13728.0,12.9
1224,50_ADC013,13591.0,9.0
1225,50_ADC014,51191.0,2.3
1226,50_ADC014,40176.0,1.0
1227,50_ADC014,26449.0,4.0
1228,50_ADC014,26113.0,1.25
1229,50_ADC014,18785.0,27.75
1230,50_ADC014,16173.0,4.25
1231,50_ADC014,14580.0,31.75
1232,50_ADC014,12739.0,10.88
1233,50_ADC015,22739.0,28.6
1234,50_ADC015,21520.0,23.75
1235,50_ADC015,15776.0,7.25
1236,50_ADC015,13247.0,3.0
1237,50_ADC016,54377.0,8.25
1238,50_ADC016,26074.0,6.48
1239,50_ADC016,23178.0,2.13
1240,50_ADC016,18869.0,11.75
1241,50_ADC016,17250.0,9.25
1242,50_ADC016,13665.0,1.38
1243,50_ADC020,22852.0,7.3
1244,50_ADC020,19425.0,26.0
1245,5000653_D,21397.0,41.36
1246,5000653_D,12174.0,18.64
1247,5000734_D,33025.0,51.75
1248,5000734_D,30506.143969999997,15.0
1249,51_ADC001,34681.0,3.91
1250,51_ADC001,27659.0,5.6
1251,51_ADC001,20642.0,20.2
1252,51_ADC001,15754.0,16.17
1253,51_ADC001,14420.0,4.33
1254,51_ADC002,26098.0,7.32
1255,51_ADC002,23531.0,6.23
1256,51_ADC002,19904.0,3.0
1257,51_ADC002,14458.0,1.5
1258,51_ADC002,12580.0,16.14
1259,51_ADC003,29371.0,4.75
1260,51_ADC003,21565.0,8.25
1261,51_ADC003,18520.0,10.5
1262,51_ADC003,14001.0,8.0
1263,51_ADC004,50403.0,2.0
1264,51_ADC004,41027.0,3.0
1265,51_ADC004,31928.0,1.5
1266,51_ADC004,17863.0,13.5
1267,51_ADC004,14292.0,3.0
1268,51_ADC004,13359.0,19.63
1269,51_ADC005,41027.0,2.0
1270,51_ADC005,29963.0,13.85
1271,51_ADC005,21291.0,4.0
1272,51_ADC005,18790.0,2.5
1273,51_ADC005,18358.0,3.5
1274,51_ADC005,13064.0,48.08
1275,51_ADC006,36280.0,1.0
1276,51_ADC006,28877.0,2.0
1277,51_ADC006,26746.0,4.0
1278,51_ADC006,22339.0,21.3
1279,51_ADC006,13601.0,3.0
1280,51_ADC006,13001.0,8.88
1281,51_ADC007,45076.0,1.0
1282,51_ADC007,41527.0,6.8
1283,51_ADC007,32506.0,1.0
1284,51_ADC007,26953.0,19.48
1285,51_ADC007,22916.0,13.75
1286,51_ADC007,19787.0,2.5
1287,51_ADC007,13110.0,4.75
1288,51_ADC008,44873.0,11.25
1289,51_ADC008,19425.0,2.0
1290,51_ADC008,18510.0,14.38
1291,51_ADC008,12443.0,11.7
1292,51_ADC009,29403.0,8.0
1293,51_ADC009,22124.0,3.38
1294,51_ADC009,17670.0,33.75
1295,51_ADC009,17318.0,2.0
1296,51_ADC009,14380.0,3.25
1297,51_ADC010,22203.0,9.87
1298,51_ADC010,16192.0,2.5
1299,51_ADC010,15953.0,22.21
1300,51_ADC010,12062.0,4.75
1301,51_ADC011,52852.0,7.5
1302,51_ADC011,29927.0,13.5
1303,51_ADC011,24267.0,13.0
1304,51_ADC011,18074.0,15.39
1305,51_ADC011,12929.0,6.25
1306,5100529_D,19967.0,111.0
1307,5100529_D,19394.0,120.0
1308,5100529_D,16588.0,30.0
1309,5100880_D,37566.3599,10.0
1310,5100880_D,33663.14015,7.0
1311,5100880_D,20676.14015,7.75
1314,52_ADC021,42694.0,10.35
1315,52_ADC021,31267.0,3.22
1316,52_ADC021,27529.0,35.28
1317,52_ADC021,23551.0,79.1
1318,52_ADC021,17696.0,18.5
1319,52_ADC021,17152.0,17.1
1320,52_ADC021,14047.0,24.0
1321,52_ADC027,49716.0,2.0
1322,52_ADC027,40393.0,6.0
1323,52_ADC027,36675.0,4.0
1324,52_ADC027,34033.0,23.63
1325,52_ADC027,27205.0,39.93
1326,52_ADC027,21275.0,3.0
1327,52_ADC027,14857.0,6.4
1328,52_ADC027,13593.0,4.2
1329,53_ADC022,20235.0,8.0
1330,53_ADC022,19143.0,1.6
1331,53_ADC022,17237.0,3.57
1332,53_ADC022,16240.0,4.42
1333,53_ADC022,12237.0,4.0
1334,53_ADC023,23525.0,6.55
1335,53_ADC023,22460.0,1.38
1336,53_ADC023,19488.0,1.6
1337,53_ADC023,12876.0,20.3
1338,53_ADC024,45941.0,7.0
1339,53_ADC024,42131.0,4.78
1340,53_ADC024,23121.0,1.37
1341,53_ADC024,19722.0,5.25
1342,53_ADC024,16437.0,5.0
1343,53_ADC024,13614.0,14.0
1344,53_ADC024,1.0,9.87
1345,53_ADC025,42558.0,4.0
1346,53_ADC025,36705.0,3.0
1347,53_ADC025,23131.0,7.6
1348,53_ADC025,14333.0,4.3
1349,53_ADC025,13699.0,10.6
1350,53_ADC026,42976.0,3.8
1351,53_ADC026,30801.0,6.0
1352,53_ADC026,28762.0,2.0
1353,53_ADC026,27519.0,25.7
1354,53_ADC026,25515.0,3.0
1355,53_ADC026,17631.0,8.8
1356,53_ADC026,16974.0,7.6
1357,53_ADC026,13983.0,10.91
1358,53_ADC028,48293.0,4.4
1359,53_ADC028,43934.0,2.5
1360,53_ADC028,32904.0,34.1
1361,53_ADC028,13487.0,54.76
1362,53_ADC032,44575.0,3.65
1363,53_ADC032,42885.0,3.0
1364,53_ADC032,41238.0,8.0
1365,53_ADC032,31532.0,1.16
1366,53_ADC032,30835.0,55.02
1367,53_ADC032,24998.0,28.7
1368,53_ADC032,20111.0,9.96
1369,53_ADC032,16780.0,23.63
1370,53_ADC032,14076.0,19.64
1371,5300555_D,47481.12655,4.0
1372,5300555_D,33023.273,5.5
1373,5300555_D,12659.0,24.0
1374,5300555_D,12656.0,2.5
1375,5300767_D,37753.0,6.0
1376,5300767_D,35205.0,3.0
1377,5300767_D,20427.19252,11.3
1378,70_ADC049,27545.0,1.5
1379,70_ADC049,25855.0,80.01
1380,70_ADC049,17145.0,3.0
1381,70_ADC049,13282.0,25.2
1382,70_ADC050,23066.0,28.44
1383,70_ADC050,21819.0,0.5
1384,70_ADC050,13429.0,24.4
1385,7000583_D,54056.4252,1.45
1386,7000583_D,27132.270589999996,2.9
1387,7000583_D,13468.0,3.5
1388,7000583_D,12712.0,1.0
1389,7000583_D,12672.0,7.0
1390,72_ADC051,50556.0,10.0
1391,72_ADC051,34752.0,3.0
1392,72_ADC051,33370.0,12.57
1393,72_ADC051,31571.0,2.0
1394,72_ADC051,28805.0,2.54
1395,72_ADC051,20605.0,2.73
1396,72_ADC051,14374.0,4.95
1397,72_ADC052,32811.0,7.76
1398,72_ADC052,23609.0,4.15
1399,72_ADC052,22340.0,2.72
1400,72_ADC052,15055.0,13.24
1401,72_ADC052,14150.0,1.46
1402,72_ADC053,51790.0,1.5
1403,72_ADC053,33581.0,0.66
1404,72_ADC053,32210.0,12.55
1405,72_ADC053,25214.0,12.0
1406,72_ADC053,15845.0,6.06
1407,72_ADC053,14061.0,5.81
1408,72_ADC053,13336.0,2.5
1409,72_ADC054,45724.0,4.0
1410,72_ADC054,35292.0,3.63
1411,72_ADC054,33317.0,14.02
1412,72_ADC054,25575.0,14.61
1413,72_ADC054,19325.0,9.18
1414,72_ADC055,42564.0,1.5
1415,72_ADC055,31304.0,18.1
1416,72_ADC055,29340.0,3.0
1417,72_ADC055,25261.0,12.91
1418,72_ADC055,19204.0,14.24
1419,72_ADC055,16867.0,5.4
1420,72_ADC055,14006.0,8.58
1421,72_ADC056,33358.0,0.5
1422,72_ADC056,27304.0,8.69
1423,72_ADC056,24678.0,11.02
1424,72_ADC056,14154.0,1.72
1425,72_ADC056,13543.0,4.22
1426,72_ADC056,13466.0,2.4
1427,72_ADC057,32811.0,0.97
1428,72_ADC057,24595.0,6.05
1429,72_ADC057,21550.0,0.03
1430,72_ADC057,18093.0,9.91
1431,72_ADC057,13449.0,4.88
1432,72_ADC058,50503.0,2.0
1433,72_ADC058,32811.0,1.25
1434,72_ADC058,24211.0,1.02
1435,72_ADC058,20752.0,3.06
1436,72_ADC058,17623.0,0.7
1437,72_ADC058,17288.0,1.15
1438,72_ADC058,14121.0,1.63
1439,72_ADC058,12834.0,5.13
1440,72_ADC059,31509.0,7.97
1441,72_ADC059,30808.0,5.46
1442,72_ADC059,29371.0,1.0
1443,72_ADC059,28128.0,4.91
1444,72_ADC059,24376.0,10.05
1445,72_ADC059,15912.0,3.45
1446,72_ADC059,15899.0,10.22
1447,72_ADC059,14544.0,1.44
1448,72_ADC060,28020.0,4.61
1449,72_ADC060,23592.0,0.26
1450,72_ADC060,14793.0,11.27
1451,72_ADC060,13989.0,14.96
1452,72_ADC061,46265.0,2.0
1453,72_ADC061,40177.0,1.0
1454,72_ADC061,32811.0,3.44
1455,72_ADC061,31516.0,0.55
1456,72_ADC061,26347.0,15.22
1457,72_ADC061,17076.0,0.65
1458,72_ADC061,15187.0,2.25
1459,72_ADC061,13976.0,1.07
1460,72_ADC062,35063.0,0.29
1461,72_ADC062,34894.0,1.0
1462,72_ADC062,33149.0,4.93
1463,72_ADC062,24368.0,13.91
1464,72_ADC062,20827.0,3.11
1465,72_ADC062,17529.0,5.47
1466,72_ADC063,42718.0,2.63
1467,72_ADC063,29496.0,0.72
1468,72_ADC063,24434.0,7.24
1469,72_ADC063,17377.0,5.92
1470,72_ADC063,15521.0,5.58
1471,72_ADC063,14058.0,2.65
1472,72_ADC064,47686.0,0.18
1473,72_ADC064,36269.0,2.69
1474,72_ADC064,23624.0,4.16
1475,72_ADC064,19722.0,0.58
1476,72_ADC064,17231.0,0.94
1477,72_ADC064,14775.0,1.91
1478,72_ADC065,46366.0,11.35
1479,72_ADC065,45802.0,4.0
1480,72_ADC065,40598.0,2.5
1481,72_ADC065,33451.0,17.03
1482,72_ADC065,33237.0,0.5
1483,72_ADC065,23259.0,13.85
1484,72_ADC065,22035.0,9.99
1485,72_ADC065,17333.0,4.2
1486,72_ADC065,12808.0,6.37
1489,7200512_D,55517.51768,10.0
1490,7200512_D,36706.0,10.0
1491,7200646_I,22729.14519,80.0
1492,7200730_D,37037.0,18.0
1493,7200730_D,30895.254680000002,10.4
1494,7200730_D,30895.236080000002,1.56
1495,7200730_D,18749.18486,2.88
1496,7200764_I,48942.48333,8.0
1497,7200764_I,48942.48333,8.0
1498,7200766_I,32811.0,2.12
1499,7200766_I,30895.2426,0.74
1500,7200766_I,30895.127239999998,1.95
1501,7200766_I,12753.0,4.03
1505,7200852_D,34419.27514,3.54
1506,7200852_D,30895.27927,4.68
1507,7200852_D,30895.235819999998,1.3
1508,7200852_D,30895.221210000003,0.65
1509,7200852_D,22995.22279,1.44
1510,7200852_D,22729.16376,7.57
